,Formula,Num_Runs,Run_Names,Avg_Score
1830,C20H22O5,4,"bigmed, large, large, tiny",85.7475
1803,C20H16N4,4,"bigmed, large, med, tiny",81.1225
1785,C19H40NO6P,4,"bigmed, large, med, tiny",78.065
1780,C19H39NO4S,4,"bigmed, large, med, tiny",55.64
1777,C19H39NO,4,"bigmed, large, med, tiny",86.575
1775,C19H38O4,4,"bigmed, large, med, tiny",64.84
1715,C19H32O4S,4,"bigmed, large, med, tiny",72.46000000000001
1714,C19H32O4,4,"bigmed, large, med, tiny",70.84
1701,C19H30O8,4,"bigmed, large, med, tiny",73.02250000000001
1665,C19H27N5O7,4,"bigmed, large, med, tiny",71.6575
1649,C19H26N4O5,4,"bigmed, large, med, tiny",59.542500000000004
1610,C19H22O,4,"bigmed, large, med, tiny",78.735
1594,C19H20O4,4,"bigmed, large, med, tiny",79.97749999999999
1593,C19H20O3,4,"bigmed, large, large, med",66.6225
1575,C18H39O7P,4,"bigmed, large, med, tiny",93.3725
1958,C20H32O4,4,"bigmed, large, large, tiny",66.9025
1970,C20H33NO6,4,"bigmed, large, med, tiny",64.75
2114,C21H25NO8,4,"bigmed, large, med, tiny",88.3425
1978,C20H34O4,4,"bigmed, large, med, tiny",73.0
2090,C21H23NO5,4,"bigmed, large, med, tiny",79.1775
2072,C21H18O4,4,"bigmed, large, med, tiny",70.17750000000001
2067,C20H43O8P,4,"bigmed, large, med, tiny",74.6575
2066,C20H43NO2,4,"bigmed, large, med, tiny",91.0075
2062,C20H42O11,4,"bigmed, large, med, tiny",97.0825
2055,C20H41O8P,4,"bigmed, large, med, tiny",64.6575
2048,C20H41NO,4,"bigmed, large, med, tiny",91.5325
2045,C20H40O3,4,"bigmed, large, med, tiny",76.8375
2044,C20H40O2,4,"bigmed, large, med, tiny",93.6675
2035,C20H39O7P,4,"bigmed, large, med, tiny",63.5075
2034,C20H39NO7,4,"bigmed, large, med, tiny",73.645
2027,C20H39NO,4,"bigmed, large, med, tiny",81.4325
2024,C20H38O5,4,"bigmed, large, med, tiny",69.285
2018,C20H38N2O3,4,"bigmed, large, med, tiny",67.80499999999999
2009,C20H36O9,4,"bigmed, large, med, tiny",67.07
2002,C20H36O10,4,"bigmed, large, med, tiny",69.795
1988,C20H35N3O3,4,"bigmed, large, med, tiny",62.895
1987,C20H34O9,4,"bigmed, large, med, tiny",62.0725
1979,C20H34O4S,4,"bigmed, large, med, tiny",82.78
2866,C24H30O5,4,"bigmed, large, large, large",72.0075
2878,C24H31NO7,4,"bigmed, large, med, tiny",64.1725
2897,C24H33NO6,4,"bigmed, large, med, tiny",92.14
4344,C29H39NO5,4,"bigmed, large, med, tiny",65.02250000000001
4283,C28H56NO8P,4,"bigmed, large, large, med",62.692499999999995
4245,C28H52O14,4,"bigmed, large, med, tiny",84.595
4237,C28H52N4O3,4,"bigmed, large, med, tiny",59.56
4223,C28H51N2O7P,4,"bigmed, large, med, tiny",54.6425
4220,C28H50O8S,4,"bigmed, large, med, tiny",85.54
5925,C34H65O13P,4,"bigmed, large, med, tiny",65.515
4131,C28H45NO7,4,"bigmed, large, med, tiny",60.2175
4124,C28H44O7S,4,"bigmed, large, med, tiny",78.79
4083,C28H42N2O3,4,"bigmed, large, med, tiny",72.89500000000001
4080,C28H41NO9S,4,"bigmed, large, med, tiny",67.575
4009,C27H59N2O5P,4,"bigmed, large, med, tiny",59.5175
3975,C27H52O9,4,"bigmed, large, med, tiny",77.17
3958,C27H51NO7,4,"bigmed, large, med, tiny",81.89750000000001
3946,C27H50O4,4,"bigmed, large, med, tiny",68.255
3941,C27H50NO8P,4,"bigmed, large, med, tiny",91.575
3921,C27H48O7,4,"bigmed, large, med, tiny",75.59
3884,C27H46O6,4,"large, large, med, tiny",60.08
3846,C27H44O4,4,"large, large, med, tiny",57.05
3842,C27H44O,4,"bigmed, large, med, tiny",59.6575
4300,C28H58O11P2,4,"bigmed, large, med, tiny",87.06
4405,C29H45O8P,4,"bigmed, large, med, tiny",72.5175
2929,C24H36O5S,4,"bigmed, large, med, tiny",77.82
4434,C29H48N7O17P3S,4,"bigmed, large, med, tiny",68.7875
4724,C30H50NO10P,4,"large, large, med, tiny",77.7525
4718,C30H49NO8S,4,"bigmed, large, med, tiny",74.2675
4717,C30H49NO8,4,"bigmed, large, med, tiny",79.36
4716,C30H49NO7S,4,"bigmed, large, med, tiny",63.0275
4708,C30H49N3O,4,"bigmed, large, med, tiny",63.8625
4680,C30H47N3O6,4,"bigmed, large, med, tiny",76.95
4675,C30H46O3,4,"bigmed, large, med, tiny",68.615
4638,C30H43NO4,4,"bigmed, large, med, tiny",71.6375
4623,C30H40N2O,4,"bigmed, large, med, tiny",66.5975
4609,C30H27O13,4,"bigmed, large, med, tiny",69.3225
4601,C2H5O5P,4,"bigmed, large, med, tiny",86.32249999999999
4581,C29H58NO6P,4,"bigmed, large, med, tiny",67.715
4532,C29H54NO9P,4,"bigmed, large, med, tiny",84.765
4531,C29H54NO8P,4,"bigmed, large, med, tiny",62.0225
4511,C29H52O8S,4,"bigmed, large, med, tiny",55.4625
4510,C29H52O8,4,"bigmed, large, med, tiny",75.4825
4495,C29H52N4O3,4,"bigmed, large, med, tiny",76.8275
4492,C29H51O9P,4,"large, large, med, tiny",71.75
4462,C29H50NO13P,4,"bigmed, large, large, med",72.9525
3841,C27H44NO7P,4,"bigmed, large, med, tiny",82.75
3800,C27H41NO5,4,"bigmed, large, med, tiny",84.91
3716,C27H34F2O7,4,"bigmed, large, med, tiny",64.19749999999999
3691,C26H54O12P2,4,"bigmed, large, med, tiny",59.802499999999995
3214,C25H38N2O3,4,"bigmed, large, med, tiny",63.7575
3201,C25H36O4S,4,"bigmed, large, med, tiny",66.1975
3200,C25H36O4,4,"bigmed, large, med, tiny",69.0075
3184,C25H34O6,4,"bigmed, large, med, tiny",60.582499999999996
3181,C25H34O4,4,"bigmed, large, med, tiny",74.1775
3151,C25H30O4,4,"bigmed, large, med, tiny",78.72749999999999
3145,C25H30NO3,4,"bigmed, large, med, tiny",90.00999999999999
3091,C24H47N2O6P,4,"bigmed, large, med, tiny",68.155
3089,C24H46O4,4,"bigmed, large, med, tiny",81.6375
3075,C24H45O10P,4,"bigmed, large, med, tiny",65.65
3073,C24H45NO6,4,"bigmed, large, med, tiny",62.07
3065,C24H44O9,4,"bigmed, large, med, tiny",70.185
3061,C24H44O3,4,"bigmed, large, med, tiny",68.8325
3060,C24H44O2,4,"bigmed, large, med, tiny",62.4275
3037,C24H43N3O3,4,"bigmed, large, med, tiny",68.4375
3032,C24H42O6S,4,"bigmed, large, med, tiny",84.445
2985,C24H40O4,4,"bigmed, large, med, tiny",81.335
2970,C24H40N2O3,4,"bigmed, large, med, tiny",76.255
2953,C24H38O6,4,"bigmed, large, med, tiny",65.41749999999999
3228,C25H39NO3S,4,"bigmed, large, large, tiny",58.6575
3256,C25H41N3O,4,"bigmed, large, med, tiny",55.87
3285,C25H43N8O17P3S,4,"bigmed, large, med, tiny",63.7075
3462,C26H36O4,4,"bigmed, large, med, tiny",83.09
3685,C26H53NO4S,4,"bigmed, large, med, tiny",57.925
3634,C26H48O10,4,"bigmed, large, med, tiny",75.53
3628,C26H48N4O3,4,"bigmed, large, med, tiny",77.4975
3615,C26H46O7S,4,"bigmed, large, med, tiny",86.3025
3593,C26H45NO9,4,"bigmed, large, med, tiny",67.8425
3539,C26H42O4,4,"bigmed, large, med, tiny",70.7025
3510,C26H40O6S,4,"bigmed, large, med, tiny",79.2075
3475,C26H38N2O3,4,"bigmed, large, med, tiny",71.0925
3417,C26H29NO,4,"bigmed, large, med, tiny",73.045
3291,C25H43NO5,4,"bigmed, large, med, tiny",74.4325
3404,C25H55N2O5P,4,"bigmed, large, med, tiny",72.27250000000001
3379,C25H49O6P,4,"bigmed, large, med, tiny",78.9825
3370,C25H49N2O7P,4,"bigmed, large, med, tiny",90.185
3349,C25H47NO6,4,"bigmed, large, med, tiny",79.29249999999999
3347,C25H47NO4,4,"bigmed, large, med, tiny",71.8775
3341,C25H46O5,4,"large, large, med, tiny",61.5325
3339,C25H46O3,4,"bigmed, large, med, tiny",67.95
3332,C25H46NO7P,4,"bigmed, large, med, tiny",92.8075
4140,C28H46NO12P,4,"bigmed, large, med, tiny",73.5075
6744,C37H72NO6P,4,"bigmed, large, med, tiny",65.3575
5935,C34H66O3,4,"bigmed, large, med, tiny",75.015
12431,C59H84O6,4,"bigmed, large, med, tiny",62.665
12414,C59H115O11P,4,"bigmed, large, med, tiny",61.2975
12236,C58H114O13S,4,"bigmed, large, med, tiny",65.61500000000001
12213,C58H111O13P,4,"bigmed, large, med, tiny",69.11
12202,C58H111NO10,4,"bigmed, large, med, tiny",51.6125
12183,C58H109NO12S,4,"bigmed, large, med, tiny",75.7675
12179,C58H108O15,4,"bigmed, large, med, tiny",67.8125
12024,C57H84O11,4,"bigmed, large, med, tiny",89.07249999999999
11935,C57H103NO10,4,"bigmed, large, med, tiny",54.28
11865,C56H93NO7,4,"bigmed, large, med, tiny",63.14
11827,C56H86NO9P,4,"bigmed, large, med, tiny",54.685
11813,C56H113O7P,4,"bigmed, large, large, med",54.6025
11811,C56H113NO3,4,"bigmed, large, med, tiny",58.2025
11788,C56H109O10P,4,"bigmed, large, med, tiny",53.1
11774,C56H108O10,4,"bigmed, large, med, tiny",59.275000000000006
11762,C56H107NO19,4,"bigmed, large, med, tiny",57.715
11761,C56H107NO18,4,"bigmed, large, med, tiny",81.11
11744,C56H104O10,4,"bigmed, large, med, tiny",55.1625
11640,C55H93NO5,4,"bigmed, large, med, tiny",61.1825
11622,C55H90O4,4,"bigmed, large, med, tiny",58.025
12416,C59H115O13P,4,"bigmed, large, med, tiny",58.56
12482,C59H97N2O6P,4,"bigmed, large, med, tiny",55.1375
11548,C55H110O2,4,"bigmed, large, med, tiny",61.537499999999994
12501,C5H11NO2,4,"bigmed, large, med, tiny",96.81
12910,C62H112NO10P,4,"bigmed, large, med, tiny",79.945
12904,C62H111NO10,4,"bigmed, large, med, tiny",60.707499999999996
12893,C62H109O10P,4,"bigmed, large, med, tiny",78.9875
12890,C62H108O15,4,"bigmed, large, med, tiny",60.4675
12862,C62H102O6,4,"bigmed, large, large, med",55.48
12813,C61H123NO4,4,"bigmed, large, med, tiny",56.2425
12779,C61H115O10P,4,"bigmed, large, med, tiny",71.805
12763,C61H112O13S,4,"bigmed, large, med, tiny",61.707499999999996
12751,C61H110O15,4,"bigmed, large, med, tiny",88.6675
12628,C60H114NO10P,4,"bigmed, large, med, tiny",79.2125
12597,C60H109O13P,4,"bigmed, large, med, tiny",65.6775
12581,C60H108NO11P,4,"bigmed, large, med, tiny",57.66
12580,C60H108NO10P,4,"bigmed, large, med, tiny",64.64500000000001
12574,C60H107NO12S,4,"bigmed, large, med, tiny",84.2825
12569,C60H106O15,4,"bigmed, large, med, tiny",75.35
12568,C60H106O14,4,"bigmed, large, med, tiny",60.667500000000004
12515,C5H5N5,4,"bigmed, large, med, tiny",93.96
12512,C5H4N4,4,"bigmed, large, med, tiny",99.2975
12504,C5H11NO4,4,"bigmed, large, med, tiny",75.83
11613,C55H89NO7,4,"bigmed, large, med, tiny",57.8875
11533,C55H108O10,4,"bigmed, large, med, tiny",54.4225
5959,C34H69NO3,4,"bigmed, large, med, tiny",72.9725
10572,C51H83O9P,4,"bigmed, large, med, tiny",56.5225
10546,C51H81O9P,4,"large, large, med, tiny",59.1
10496,C51H74O4,4,"large, large, med, tiny",66.24
10365,C50H90NO9P,4,"bigmed, large, med, tiny",58.06
10326,C50H86NO12P,4,"bigmed, large, med, tiny",61.4
10290,C50H82O4,4,"large, large, large, tiny",62.419999999999995
10260,C50H79O9P,4,"bigmed, large, med, tiny",58.1325
10214,C50H72O4,4,"bigmed, large, med, tiny",58.6075
10188,C4H8N2O,4,"bigmed, large, med, tiny",99.2025
10186,C4H7NS2,4,"bigmed, large, med, tiny",66.6625
10182,C4H6O4,4,"bigmed, large, large, med",80.5975
10180,C4H6O2S2,4,"bigmed, large, med, tiny",65.31
10140,C49H95O9P,4,"bigmed, large, large, tiny",54.4875
10136,C49H95O10P,4,"bigmed, large, med, tiny",61.325
10118,C49H93O9P,4,"bigmed, large, med, tiny",54.57
10117,C49H93O7P,4,"bigmed, large, med, tiny",69.6825
10095,C49H91O11P,4,"bigmed, large, med, tiny",66.485
10086,C49H90O10,4,"bigmed, large, large, med",58.457499999999996
10060,C49H87O8P,4,"bigmed, large, large, tiny",53.879999999999995
10022,C49H85NO12S,4,"bigmed, large, med, tiny",55.035
10551,C51H82NO9P,4,"bigmed, large, med, tiny",60.7375
10585,C51H85NO6,4,"bigmed, large, med, tiny",63.465
11521,C55H107NO4,4,"bigmed, large, med, tiny",55.75
10609,C51H87NO5,4,"bigmed, large, med, tiny",59.0
11421,C54H97NO11S,4,"bigmed, large, med, tiny",71.41
11409,C54H95NO7,4,"bigmed, large, med, tiny",68.1375
11362,C54H89NO6S,4,"bigmed, large, med, tiny",65.475
11352,C54H87NO6,4,"bigmed, large, med, tiny",55.2625
11328,C54H84O11,4,"bigmed, large, med, tiny",90.5475
11134,C53H89O15P,4,"bigmed, large, med, tiny",54.7625
11113,C53H88NO11P,4,"bigmed, large, med, tiny",61.5875
11102,C53H86O14,4,"bigmed, large, med, tiny",60.347500000000004
11076,C53H82O5,4,"bigmed, large, med, tiny",63.285
11071,C53H82O12S,4,"bigmed, large, med, tiny",64.295
11070,C53H82O11,4,"bigmed, large, med, tiny",56.5025
11059,C53H81NO10,4,"bigmed, large, med, tiny",65.595
10919,C52H93NO11S,4,"bigmed, large, med, tiny",83.3675
10914,C52H92O14,4,"bigmed, large, med, tiny",67.295
10856,C52H86O11,4,"bigmed, large, med, tiny",76.89
10793,C52H78O10,4,"bigmed, large, med, tiny",61.5
10732,C51H99O7P,4,"bigmed, large, med, tiny",61.0575
10714,C51H98NO8P,4,"bigmed, large, med, tiny",57.332499999999996
10654,C51H91N2O7P,4,"bigmed, large, med, tiny",76.635
12911,C62H112NO11P,4,"bigmed, large, med, tiny",84.17
12921,C62H113O11P,4,"bigmed, large, med, tiny",58.870000000000005
12964,C62H120O16P2,4,"bigmed, large, med, tiny",72.2125
14959,C7H14O5,4,"bigmed, large, med, tiny",77.4425
14748,C76H129NO9,4,"bigmed, large, large, tiny",62.295
14747,C76H129NO18,4,"bigmed, large, med, tiny",66.525
14693,C75H128O16P2,4,"bigmed, large, med, tiny",69.625
14614,C74H131NO9,4,"bigmed, large, large, tiny",61.3525
14613,C74H131NO18,4,"bigmed, large, med, tiny",60.105
14518,C73H132O16P2,4,"bigmed, large, med, tiny",64.13
14510,C73H130O16P2,4,"bigmed, large, med, tiny",78.13
14473,C73H121O9P,4,"bigmed, large, med, tiny",57.6125
14459,C73H118O11,4,"bigmed, large, med, tiny",78.7775
14451,C73H106O6,4,"bigmed, large, med, tiny",56.144999999999996
14297,C71H131NO5,4,"bigmed, large, med, tiny",67.8675
14251,C71H118O14,4,"bigmed, large, med, tiny",72.205
14242,C71H116O14,4,"bigmed, large, med, tiny",70.82000000000001
14129,C70H114NO11P,4,"bigmed, large, med, tiny",66.63
14125,C70H112O14,4,"bigmed, large, med, tiny",74.1525
14084,C6H5ClO3,4,"bigmed, large, med, tiny",54.07
14061,C6H14S,4,"bigmed, large, med, tiny",75.8275
14025,C6H11NO,4,"bigmed, large, med, tiny",86.0125
13974,C69H130O14,4,"bigmed, large, med, tiny",63.885
14955,C7H14O,4,"bigmed, large, med, tiny",80.06
14968,C7H16N4O,4,"bigmed, large, med, tiny",85.8175
13018,C63H102O15,4,"bigmed, large, med, tiny",69.72749999999999
15089,C8H10O5S,4,"bigmed, large, med, tiny",75.4
15339,C9H7N,4,"bigmed, large, med, tiny",84.6975
15321,C9H19NO4,4,"bigmed, large, med, tiny",64.655
15318,C9H19NO,4,"bigmed, large, med, tiny",99.6925
15307,C9H18N6,4,"bigmed, large, med, tiny",75.45
15306,C9H18N4O3,4,"bigmed, large, med, tiny",82.03
15295,C9H17NO3,4,"large, med, tiny, tiny",74.3
15288,C9H17N3O4,4,"large, med, med, tiny",71.9875
15284,C9H16O4,4,"bigmed, large, med, tiny",75.14
15276,C9H16N3O2,4,"bigmed, large, med, tiny",75.4125
15272,C9H16N2O4,4,"bigmed, large, med, tiny",65.53
15265,C9H15NO2,4,"bigmed, large, med, tiny",79.3825
15247,C9H13NO7,4,"bigmed, large, med, tiny",73.2875
15242,C9H13N3O4,4,"bigmed, large, med, tiny",71.925
15220,C9H11N3O,4,"bigmed, large, med, tiny",84.82
15171,C8H19N,4,"bigmed, large, med, tiny",88.5175
15170,C8H18O5,4,"bigmed, large, med, tiny",95.96000000000001
15147,C8H16O4,4,"large, large, med, tiny",76.825
15139,C8H16,4,"bigmed, large, med, tiny",86.4575
15113,C8H14,4,"bigmed, large, med, tiny",87.5925
13915,C69H117NO7,4,"bigmed, large, med, tiny",80.255
13906,C69H114O15,4,"bigmed, large, med, tiny",60.5075
13885,C69H107NO8,4,"bigmed, large, med, tiny",74.705
13884,C69H107NO7,4,"bigmed, large, med, tiny",71.8425
13302,C64H125NO10,4,"bigmed, large, med, tiny",74.755
13235,C64H113O8P,4,"bigmed, large, med, tiny",60.7275
13230,C64H112O10,4,"bigmed, large, med, tiny",53.9275
13227,C64H111O11P,4,"bigmed, large, med, tiny",61.5
13216,C64H110O10,4,"bigmed, large, med, tiny",62.050000000000004
13214,C64H110NO8P,4,"bigmed, large, med, tiny",78.58500000000001
13213,C64H110NO11P,4,"bigmed, large, med, tiny",75.9225
13212,C64H110NO10P,4,"bigmed, large, med, tiny",73.18
13204,C64H107O9P,4,"bigmed, large, large, med",78.69749999999999
13203,C64H107O8P,4,"bigmed, large, med, tiny",78.3325
13202,C64H107O10P,4,"bigmed, large, med, tiny",76.83500000000001
13194,C64H106O12S,4,"bigmed, large, med, tiny",67.61
13091,C63H113O9P,4,"bigmed, large, med, tiny",59.45
13090,C63H113O8P,4,"bigmed, large, med, tiny",53.425
13088,C63H113O10P,4,"bigmed, large, med, tiny",68.465
13078,C63H112O12S,4,"bigmed, large, med, tiny",72.16
13069,C63H111NO10,4,"bigmed, large, med, tiny",66.8025
13034,C63H106NO11P,4,"bigmed, large, med, tiny",61.6275
13033,C63H106NO10P,4,"bigmed, large, med, tiny",64.265
13350,C65H105NO9,4,"bigmed, large, med, tiny",69.7075
13352,C65H106O10,4,"bigmed, large, med, tiny",68.0175
13366,C65H109NO10,4,"bigmed, large, med, tiny",68.6575
13636,C67H107NO10,4,"bigmed, large, med, tiny",59.307500000000005
13854,C68H130O9,4,"bigmed, large, med, tiny",58.58
13835,C68H128NO8P,4,"bigmed, large, med, tiny",65.7075
13834,C68H128N2O22,4,"bigmed, large, med, tiny",80.5875
13831,C68H127O10P,4,"bigmed, large, med, tiny",52.1875
13750,C68H106O12,4,"bigmed, large, med, tiny",75.07
13749,C68H106O11,4,"bigmed, large, med, tiny",79.98
13709,C67H125O8P,4,"bigmed, large, large, med",73.725
13642,C67H109NO7,4,"bigmed, large, med, tiny",75.26
13625,C67H103NO9,4,"bigmed, large, med, tiny",65.7125
13373,C65H110O12S,4,"bigmed, large, med, tiny",75.945
13624,C67H103NO8,4,"bigmed, large, med, tiny",59.4225
13623,C67H103NO7,4,"bigmed, large, med, tiny",55.8875
13571,C66H123NO10,4,"bigmed, large, large, med",64.7875
13520,C66H111O8P,4,"bigmed, large, med, tiny",66.885
13506,C66H108O12,4,"bigmed, large, med, tiny",68.13
13505,C66H108O11,4,"bigmed, large, med, tiny",70.00999999999999
13504,C66H108O10,4,"bigmed, large, med, tiny",77.295
13378,C65H111O10P,4,"bigmed, large, med, tiny",57.4975
9999,C49H83NO7,4,"bigmed, large, med, tiny",65.725
9955,C49H78O9,4,"bigmed, large, med, tiny",54.425
9931,C49H75O10P,4,"bigmed, large, med, tiny",71.7225
7230,C39H74NO7P,4,"bigmed, large, med, tiny",67.02
7189,C39H71N2O6P,4,"bigmed, large, large, tiny",60.9625
7157,C39H68NO6P,4,"bigmed, large, med, tiny",61.975
7137,C39H66O5,4,"bigmed, large, med, tiny",80.35
7114,C39H65NO6,4,"bigmed, large, med, tiny",72.035
7113,C39H65NO5,4,"bigmed, large, med, tiny",65.7875
7110,C39H65NO10,4,"bigmed, large, med, tiny",68.68
7101,C39H64NO6P,4,"bigmed, large, med, tiny",88.52
7088,C39H62O6,4,"bigmed, large, med, tiny",73.545
7087,C39H62O5,4,"bigmed, large, med, tiny",68.7825
7048,C39H57O15P,4,"large, large, med, tiny",57.56
7041,C39H54O4,4,"bigmed, large, med, tiny",65.745
7018,C38H75O10P,4,"bigmed, large, med, tiny",63.010000000000005
7010,C38H75N2O7P,4,"bigmed, large, med, tiny",72.31
6996,C38H73NO8,4,"large, large, large, med",58.269999999999996
6977,C38H72NO7P,4,"bigmed, large, med, tiny",71.83500000000001
6948,C38H70O13S,4,"bigmed, large, med, tiny",84.745
6886,C38H65NO7,4,"bigmed, large, med, tiny",56.4375
6885,C38H65NO6S,4,"bigmed, large, med, tiny",71.665
6829,C38H60O4,4,"bigmed, large, med, tiny",63.417500000000004
7196,C39H71NO7,4,"bigmed, large, med, tiny",60.465
7232,C39H74O10,4,"bigmed, large, med, tiny",66.6375
7654,C41H68NO7P,4,"bigmed, large, med, tiny",82.2575
7255,C39H75O9P,4,"bigmed, large, med, tiny",65.41
7621,C41H65NO10,4,"bigmed, large, med, tiny",61.675
7603,C41H63NO10,4,"bigmed, large, med, tiny",72.4075
7586,C41H58O5,4,"bigmed, large, med, tiny",59.345
7570,C40H80NO9P,4,"large, large, med, tiny",59.7125
7544,C40H77O9P,4,"large, large, med, tiny",58.815
7543,C40H77O13P,4,"bigmed, large, large, med",57.475
7521,C40H76NO8P,4,"bigmed, large, med, tiny",60.375
7514,C40H75O7P,4,"large, large, med, tiny",63.2525
7512,C40H75O14P,4,"bigmed, large, med, tiny",60.129999999999995
7433,C40H69O8P,4,"bigmed, large, med, tiny",64.1325
7429,C40H69NO7,4,"bigmed, large, med, tiny",61.825
7428,C40H69NO6S,4,"bigmed, large, med, tiny",63.8575
7418,C40H68O9,4,"bigmed, large, med, tiny",66.235
7365,C40H63NO7,4,"bigmed, large, med, tiny",59.465
7314,C3H7ClO2,4,"bigmed, large, med, tiny",54.66
7312,C3H5O7P,4,"bigmed, large, med, tiny",79.9975
7263,C39H76O12S,4,"bigmed, large, med, tiny",59.9025
7262,C39H76O10,4,"bigmed, large, med, tiny",62.2675
7261,C39H76NO9P,4,"bigmed, large, med, tiny",73.8175
6752,C37H73N2O7P,4,"bigmed, large, large, med",60.62
1573,C18H39NO2,4,"bigmed, large, med, tiny",96.375
6729,C37H71NO5,4,"bigmed, large, med, tiny",75.38499999999999
6714,C37H70NO6P,4,"bigmed, large, med, tiny",62.0925
6291,C36H56NO8P,4,"large, large, med, tiny",71.535
6265,C36H52O4,4,"bigmed, large, med, tiny",67.325
6257,C36H49NO6,4,"bigmed, large, med, tiny",73.845
6255,C36H49NO11,4,"bigmed, large, med, tiny",54.817499999999995
6238,C35H71NO3,4,"bigmed, large, med, tiny",64.33500000000001
6220,C35H69NO3,4,"bigmed, large, med, tiny",65.3875
6206,C35H67O8P,4,"bigmed, large, large, med",66.61500000000001
6127,C35H61NO4,4,"bigmed, large, med, tiny",73.9175
6097,C35H59NO11,4,"bigmed, large, med, tiny",62.2725
6070,C35H57NO4,4,"bigmed, large, med, tiny",65.755
6069,C35H57NO3,4,"bigmed, large, med, tiny",61.182500000000005
6065,C35H57NO10,4,"bigmed, large, med, tiny",67.2675
6032,C35H54O13,4,"bigmed, large, med, tiny",71.7625
6030,C35H54O10,4,"bigmed, large, med, tiny",76.5325
6025,C35H53O8P,4,"bigmed, large, med, tiny",69.725
6013,C35H52O5,4,"bigmed, large, med, tiny",90.8925
5988,C35H48O9,4,"bigmed, large, med, tiny",73.9675
5986,C35H48O14,4,"bigmed, large, med, tiny",66.5825
5961,C34H69NO5,4,"bigmed, large, med, tiny",59.0375
6362,C36H61O8P,4,"bigmed, large, med, tiny",63.412499999999994
6364,C36H62N2O,4,"bigmed, large, med, tiny",69.2975
6418,C36H66N4O4,4,"large, large, large, large",60.4975
6564,C37H58O11,4,"bigmed, large, med, tiny",80.3825
6709,C37H69O14P,4,"bigmed, large, large, tiny",57.3925
6685,C37H68NO6P,4,"bigmed, large, large, tiny",60.6125
6677,C37H67NO6,4,"bigmed, large, med, tiny",57.3575
6636,C37H64NO10P,4,"bigmed, large, med, tiny",75.2125
6599,C37H61NO5,4,"bigmed, large, med, tiny",69.64750000000001
6595,C37H61NO11,4,"bigmed, large, med, tiny",70.955
6584,C37H60NO13P,4,"bigmed, large, med, tiny",64.285
6565,C37H58O11P2,4,"bigmed, large, med, tiny",76.1275
6559,C37H57O8P,4,"bigmed, large, med, tiny",61.605
6426,C36H66O12S,4,"bigmed, large, med, tiny",84.2725
6550,C37H56O5,4,"bigmed, large, med, tiny",77.4
6547,C37H56O13S,4,"bigmed, large, med, tiny",69.6375
6518,C37H51NO8,4,"bigmed, large, med, tiny",62.045
6514,C37H50N2O,4,"bigmed, large, med, tiny",57.1175
6480,C36H71N2O6P,4,"bigmed, large, med, tiny",73.4625
6463,C36H69NO6,4,"bigmed, large, large, tiny",61.745
6459,C36H69NO12S,4,"bigmed, large, med, tiny",79.7575
6448,C36H68NO6P,4,"bigmed, large, med, tiny",70.2825
7632,C41H66NO8P,4,"bigmed, large, med, tiny",56.115
7668,C41H69NO7,4,"bigmed, large, med, tiny",76.055
9923,C49H74O12,4,"bigmed, large, med, tiny",52.692499999999995
9453,C47H80O10,4,"bigmed, large, large, tiny",56.5475
9407,C47H76O12,4,"bigmed, large, med, tiny",57.43
9370,C47H73NO6,4,"bigmed, large, med, tiny",72.17
9365,C47H72O6,4,"bigmed, large, med, tiny",64.0475
9346,C47H70O4,4,"large, large, med, tiny",71.0825
9338,C47H69O10P,4,"large, large, med, tiny",58.44
9281,C46H88NO11P,4,"bigmed, large, med, tiny",56.7175
9279,C46H87O8P,4,"bigmed, large, med, tiny",65.32
9174,C46H79NO9,4,"bigmed, large, med, tiny",70.57
9171,C46H79NO7,4,"bigmed, large, med, tiny",75.015
9165,C46H79NO10,4,"bigmed, large, med, tiny",75.9975
9139,C46H76O9,4,"bigmed, large, med, tiny",70.24
9133,C46H76NO9P,4,"bigmed, large, med, tiny",69.79249999999999
9124,C46H75NO7S,4,"bigmed, large, med, tiny",87.4325
9085,C46H71NO8,4,"bigmed, large, med, tiny",65.34
9084,C46H71NO6,4,"bigmed, large, med, tiny",73.9575
8999,C45H86O6,4,"large, large, med, tiny",54.832499999999996
8987,C45H85O7P,4,"bigmed, large, large, med",58.835
8967,C45H84O15P2,4,"large, large, med, tiny",65.08
8947,C45H83NO3,4,"bigmed, large, large, tiny",53.0425
9436,C47H79NO5,4,"bigmed, large, med, tiny",66.8125
9470,C47H81NO7S,4,"bigmed, large, med, tiny",61.3625
7671,C41H69O11P,4,"bigmed, large, med, tiny",58.815
9523,C47H84O6,4,"bigmed, large, med, tiny",57.52
9838,C48H91NO11S,4,"bigmed, large, med, tiny",54.045
9772,C48H85NO11S,4,"bigmed, large, med, tiny",73.8225
9760,C48H84NO8P,4,"large, large, med, tiny",56.435
9714,C48H80O10,4,"bigmed, large, large, large",68.4
9689,C48H78NO8P,4,"bigmed, large, med, tiny",73.1325
9678,C48H77NO5,4,"bigmed, large, med, tiny",64.68
9677,C48H77NO10,4,"bigmed, large, med, tiny",66.45
9670,C48H76NO8P,4,"bigmed, large, med, tiny",53.5625
9663,C48H75NO7S,4,"bigmed, large, med, tiny",72.35
9654,C48H74O4,4,"bigmed, large, med, tiny",66.04
