Formula,Runs,Avg_Mass,Avg_RT,Avg_Score,Occurrence_Count,Run_Names,Num_Runs
C22H38O,"['bigmed', 'large', 'med', 'tiny']",318.29275,9.836500000000001,70.39750000000001,4,"bigmed, large, med, tiny",4
C24H30O4,"['bigmed', 'large', 'large', 'tiny']",382.215575,20.7225,58.5,4,"bigmed, large, large, tiny",4
C24H25O13,"['bigmed', 'large', 'med', 'tiny']",521.1286,16.52875,59.410000000000004,4,"bigmed, large, med, tiny",4
C23H45N2O6P,"['bigmed', 'large', 'med', 'tiny']",476.3014,2.7752499999999998,81.2375,4,"bigmed, large, med, tiny",4
C23H44O4,"['bigmed', 'large', 'med', 'tiny']",384.322175,9.30375,80.1575,4,"bigmed, large, med, tiny",4
C23H43NO5,"['bigmed', 'large', 'med', 'tiny']",413.3132,11.25975,71.4,4,"bigmed, large, med, tiny",4
C23H41NO9S,"['bigmed', 'large', 'med', 'tiny']",507.253125,3.15175,60.8675,4,"bigmed, large, med, tiny",4
C23H40O5,"['bigmed', 'large', 'med', 'tiny']",396.286275,10.337,74.2125,4,"bigmed, large, med, tiny",4
C23H32O4,"['bigmed', 'large', 'med', 'tiny']",372.23177499999997,13.37175,72.68,4,"bigmed, large, med, tiny",4
C23H28O5,"['bigmed', 'large', 'med', 'tiny']",384.1947,9.31025,66.89,4,"bigmed, large, med, tiny",4
C23H25NO4,"['bigmed', 'large', 'med', 'tiny']",379.1797,13.021,67.525,4,"bigmed, large, med, tiny",4
C23H24O6,"['bigmed', 'large', 'med', 'tiny']",396.157825,7.90075,75.365,4,"bigmed, large, med, tiny",4
C22H46NO6P,"['bigmed', 'large', 'med', 'tiny']",451.304425,11.3885,61.59,4,"bigmed, large, med, tiny",4
C22H43NO,"['bigmed', 'large', 'med', 'tiny']",337.3342,15.346499999999999,94.175,4,"bigmed, large, med, tiny",4
C22H41NO5,"['bigmed', 'large', 'med', 'tiny']",399.297375,15.98225,66.6925,4,"bigmed, large, med, tiny",4
C22H40O8,"['bigmed', 'large', 'med', 'tiny']",432.27445,5.919250000000001,67.7325,4,"bigmed, large, med, tiny",4
C22H40O4,"['bigmed', 'large', 'med', 'tiny']",368.295425,15.060500000000001,61.12,4,"bigmed, large, med, tiny",4
C22H40O2,"['bigmed', 'large', 'med', 'tiny']",336.3031,13.213999999999999,61.519999999999996,4,"bigmed, large, med, tiny",4
C22H38O5S,"['bigmed', 'large', 'med', 'tiny']",414.246,2.983,84.625,4,"bigmed, large, med, tiny",4
C22H38O5,"['bigmed', 'large', 'med', 'tiny']",382.27205,13.64425,65.705,4,"bigmed, large, med, tiny",4
C21H28N4O4,"['bigmed', 'large', 'med', 'tiny']",400.209825,12.928749999999999,63.457499999999996,4,"bigmed, large, med, tiny",4
C21H26O6,"['bigmed', 'large', 'med', 'tiny']",374.174375,8.732,61.6875,4,"bigmed, large, med, tiny",4
C30H50O3,"['bigmed', 'large', 'med', 'tiny']",458.378475,17.70375,65.4875,4,"bigmed, large, med, tiny",4
C20H33NO5S,"['bigmed', 'large', 'med', 'tiny']",399.20735,12.8495,64.47749999999999,4,"bigmed, large, med, tiny",4
C20H32N4O4,"['bigmed', 'large', 'med', 'tiny']",392.243,9.03725,62.255,4,"bigmed, large, med, tiny",4
C20H31N3O5,"['bigmed', 'large', 'med', 'tiny']",393.2258,9.92725,77.575,4,"bigmed, large, med, tiny",4
C20H30O6,"['bigmed', 'large', 'med', 'tiny']",366.201875,7.2185,69.6875,4,"bigmed, large, med, tiny",4
C20H30O2,"['large', 'large', 'large', 'tiny']",302.22182499999997,9.181000000000001,74.195,4,"large, large, large, tiny",4
C20H22O5,"['bigmed', 'large', 'large', 'tiny']",342.14725,12.14375,85.7475,4,"bigmed, large, large, tiny",4
C20H16N4,"['bigmed', 'large', 'med', 'tiny']",312.13725,9.83025,81.1225,4,"bigmed, large, med, tiny",4
C19H40NO6P,"['bigmed', 'large', 'med', 'tiny']",409.25985,12.39025,78.065,4,"bigmed, large, med, tiny",4
C19H39NO4S,"['bigmed', 'large', 'med', 'tiny']",377.261625,20.7045,55.64,4,"bigmed, large, med, tiny",4
C19H39NO,"['bigmed', 'large', 'med', 'tiny']",297.30215,14.651499999999999,86.575,4,"bigmed, large, med, tiny",4
C19H38O4,"['bigmed', 'large', 'med', 'tiny']",330.27585,12.0975,64.84,4,"bigmed, large, med, tiny",4
C19H32O4S,"['bigmed', 'large', 'med', 'tiny']",356.20295,7.6855,72.46000000000001,4,"bigmed, large, med, tiny",4
C19H32O4,"['bigmed', 'large', 'med', 'tiny']",324.229125,12.804749999999999,70.84,4,"bigmed, large, med, tiny",4
C19H30O8,"['bigmed', 'large', 'med', 'tiny']",386.19325,9.9725,73.02250000000001,4,"bigmed, large, med, tiny",4
C19H27N5O7,"['bigmed', 'large', 'med', 'tiny']",437.189425,7.91925,71.6575,4,"bigmed, large, med, tiny",4
C19H26N4O5,"['bigmed', 'large', 'med', 'tiny']",390.1912,13.929,59.542500000000004,4,"bigmed, large, med, tiny",4
C19H22O,"['bigmed', 'large', 'med', 'tiny']",266.165525,10.791,78.735,4,"bigmed, large, med, tiny",4
C19H20O4,"['bigmed', 'large', 'med', 'tiny']",312.137175,9.83025,79.97749999999999,4,"bigmed, large, med, tiny",4
C19H20O3,"['bigmed', 'large', 'large', 'med']",296.140725,17.53375,66.6225,4,"bigmed, large, large, med",4
C18H39O7P,"['bigmed', 'large', 'med', 'tiny']",398.243075,8.8035,93.3725,4,"bigmed, large, med, tiny",4
C20H32O4,"['bigmed', 'large', 'large', 'tiny']",336.228075,13.8905,66.9025,4,"bigmed, large, large, tiny",4
C20H33NO6,"['bigmed', 'large', 'med', 'tiny']",383.22867499999995,4.72425,64.75,4,"bigmed, large, med, tiny",4
C21H25NO8,"['bigmed', 'large', 'med', 'tiny']",419.159875,7.92575,88.3425,4,"bigmed, large, med, tiny",4
C20H34O4,"['bigmed', 'large', 'med', 'tiny']",338.24485,12.96225,73.0,4,"bigmed, large, med, tiny",4
C21H23NO5,"['bigmed', 'large', 'med', 'tiny']",369.1595,7.80225,79.1775,4,"bigmed, large, med, tiny",4
C21H18O4,"['bigmed', 'large', 'med', 'tiny']",334.11875,9.908249999999999,70.17750000000001,4,"bigmed, large, med, tiny",4
C20H43O8P,"['bigmed', 'large', 'med', 'tiny']",442.269475,12.62375,74.6575,4,"bigmed, large, med, tiny",4
C20H43NO2,"['bigmed', 'large', 'med', 'tiny']",329.328725,8.80325,91.0075,4,"bigmed, large, med, tiny",4
C20H42O11,"['bigmed', 'large', 'med', 'tiny']",458.27205,2.93125,97.0825,4,"bigmed, large, med, tiny",4
C20H41O8P,"['bigmed', 'large', 'med', 'tiny']",440.25415,12.40975,64.6575,4,"bigmed, large, med, tiny",4
C20H41NO,"['bigmed', 'large', 'med', 'tiny']",311.3184,15.535,91.5325,4,"bigmed, large, med, tiny",4
C20H40O3,"['bigmed', 'large', 'med', 'tiny']",328.29675,8.41325,76.8375,4,"bigmed, large, med, tiny",4
C20H40O2,"['bigmed', 'large', 'med', 'tiny']",312.302075,8.80325,93.6675,4,"bigmed, large, med, tiny",4
C20H39O7P,"['bigmed', 'large', 'med', 'tiny']",422.245325,14.93075,63.5075,4,"bigmed, large, med, tiny",4
C20H39NO7,"['bigmed', 'large', 'med', 'tiny']",405.272125,10.707,73.645,4,"bigmed, large, med, tiny",4
C20H39NO,"['bigmed', 'large', 'med', 'tiny']",309.302625,14.95675,81.4325,4,"bigmed, large, med, tiny",4
C20H38O5,"['bigmed', 'large', 'med', 'tiny']",358.27155,10.284749999999999,69.285,4,"bigmed, large, med, tiny",4
C20H38N2O3,"['bigmed', 'large', 'med', 'tiny']",354.286575,15.028,67.80499999999999,4,"bigmed, large, med, tiny",4
C20H36O9,"['bigmed', 'large', 'med', 'tiny']",420.23645,11.57,67.07,4,"bigmed, large, med, tiny",4
C20H36O10,"['bigmed', 'large', 'med', 'tiny']",436.228875,6.05575,69.795,4,"bigmed, large, med, tiny",4
C20H35N3O3,"['bigmed', 'large', 'med', 'tiny']",365.26570000000004,7.2445,62.895,4,"bigmed, large, med, tiny",4
C20H34O9,"['bigmed', 'large', 'med', 'tiny']",418.221125,11.9735,62.0725,4,"bigmed, large, med, tiny",4
C20H34O4S,"['bigmed', 'large', 'med', 'tiny']",370.219425,5.3605,82.78,4,"bigmed, large, med, tiny",4
C24H30O5,"['bigmed', 'large', 'large', 'large']",398.20932500000004,12.77225,72.0075,4,"bigmed, large, large, large",4
C24H31NO7,"['bigmed', 'large', 'med', 'tiny']",445.21115,7.0760000000000005,64.1725,4,"bigmed, large, med, tiny",4
C24H33NO6,"['bigmed', 'large', 'med', 'tiny']",431.23065,7.92575,92.14,4,"bigmed, large, med, tiny",4
C29H39NO5,"['bigmed', 'large', 'med', 'tiny']",481.28115,15.34,65.02250000000001,4,"bigmed, large, med, tiny",4
C28H56NO8P,"['bigmed', 'large', 'large', 'med']",565.376325,18.4175,62.692499999999995,4,"bigmed, large, large, med",4
C28H52O14,"['bigmed', 'large', 'med', 'tiny']",612.3331,4.087,84.595,4,"bigmed, large, med, tiny",4
C28H52N4O3,"['bigmed', 'large', 'med', 'tiny']",492.4031,16.650750000000002,59.56,4,"bigmed, large, med, tiny",4
C28H51N2O7P,"['bigmed', 'large', 'med', 'tiny']",558.3446,12.869250000000001,54.6425,4,"bigmed, large, med, tiny",4
C28H50O8S,"['bigmed', 'large', 'med', 'tiny']",546.3254,4.21075,85.54,4,"bigmed, large, med, tiny",4
C34H65O13P,"['bigmed', 'large', 'med', 'tiny']",712.41795,13.61225,65.515,4,"bigmed, large, med, tiny",4
C28H45NO7,"['bigmed', 'large', 'med', 'tiny']",507.319825,11.037749999999999,60.2175,4,"bigmed, large, med, tiny",4
C28H44O7S,"['bigmed', 'large', 'med', 'tiny']",524.280125,2.879,78.79,4,"bigmed, large, med, tiny",4
C28H42N2O3,"['bigmed', 'large', 'med', 'tiny']",454.319425,2.7752499999999998,72.89500000000001,4,"bigmed, large, med, tiny",4
C28H41NO9S,"['bigmed', 'large', 'med', 'tiny']",567.251475,4.1845,67.575,4,"bigmed, large, med, tiny",4
C27H59N2O5P,"['bigmed', 'large', 'med', 'tiny']",522.414575,16.97025,59.5175,4,"bigmed, large, med, tiny",4
C27H52O9,"['bigmed', 'large', 'med', 'tiny']",520.36355,20.3475,77.17,4,"bigmed, large, med, tiny",4
C27H51NO7,"['bigmed', 'large', 'med', 'tiny']",501.3658,11.46725,81.89750000000001,4,"bigmed, large, med, tiny",4
C27H50O4,"['bigmed', 'large', 'med', 'tiny']",438.37225,12.1435,68.255,4,"bigmed, large, med, tiny",4
C27H50NO8P,"['bigmed', 'large', 'med', 'tiny']",547.327875,3.80125,91.575,4,"bigmed, large, med, tiny",4
C27H48O7,"['bigmed', 'large', 'med', 'tiny']",484.338725,10.2655,75.59,4,"bigmed, large, med, tiny",4
C27H46O6,"['large', 'large', 'med', 'tiny']",466.326725,8.978250000000001,60.08,4,"large, large, med, tiny",4
C27H44O4,"['large', 'large', 'med', 'tiny']",432.32405,13.813,57.05,4,"large, large, med, tiny",4
C27H44O,"['bigmed', 'large', 'med', 'tiny']",384.340725,16.651249999999997,59.6575,4,"bigmed, large, med, tiny",4
C28H58O11P2,"['bigmed', 'large', 'med', 'tiny']",632.345675,13.11175,87.06,4,"bigmed, large, med, tiny",4
C29H45O8P,"['bigmed', 'large', 'med', 'tiny']",552.28535,7.991250000000001,72.5175,4,"bigmed, large, med, tiny",4
C24H36O5S,"['bigmed', 'large', 'med', 'tiny']",436.22835,6.36725,77.82,4,"bigmed, large, med, tiny",4
C29H48N7O17P3S,"['bigmed', 'large', 'med', 'tiny']",891.2034,13.118500000000001,68.7875,4,"bigmed, large, med, tiny",4
C30H50NO10P,"['large', 'large', 'med', 'tiny']",615.318875,15.08525,77.7525,4,"large, large, med, tiny",4
C30H49NO8S,"['bigmed', 'large', 'med', 'tiny']",583.320475,18.93775,74.2675,4,"bigmed, large, med, tiny",4
C30H49NO8,"['bigmed', 'large', 'med', 'tiny']",551.3444499999999,14.7945,79.36,4,"bigmed, large, med, tiny",4
C30H49NO7S,"['bigmed', 'large', 'med', 'tiny']",567.3261749999999,15.42925,63.0275,4,"bigmed, large, med, tiny",4
C30H49N3O,"['bigmed', 'large', 'med', 'tiny']",467.38507500000003,15.84,63.8625,4,"bigmed, large, med, tiny",4
C30H47N3O6,"['bigmed', 'large', 'med', 'tiny']",545.3469749999999,18.35975,76.95,4,"bigmed, large, med, tiny",4
C30H46O3,"['bigmed', 'large', 'med', 'tiny']",454.343925,16.093249999999998,68.615,4,"bigmed, large, med, tiny",4
C30H43NO4,"['bigmed', 'large', 'med', 'tiny']",481.319175,7.67925,71.6375,4,"bigmed, large, med, tiny",4
C30H40N2O,"['bigmed', 'large', 'med', 'tiny']",444.313,7.82925,66.5975,4,"bigmed, large, med, tiny",4
C30H27O13,"['bigmed', 'large', 'med', 'tiny']",595.146575,19.00925,69.3225,4,"bigmed, large, med, tiny",4
C2H5O5P,"['bigmed', 'large', 'med', 'tiny']",139.987425,13.650500000000001,86.32249999999999,4,"bigmed, large, med, tiny",4
C29H58NO6P,"['bigmed', 'large', 'med', 'tiny']",547.3978,17.34,67.715,4,"bigmed, large, med, tiny",4
C29H54NO9P,"['bigmed', 'large', 'med', 'tiny']",591.351825,4.282,84.765,4,"bigmed, large, med, tiny",4
C29H54NO8P,"['bigmed', 'large', 'med', 'tiny']",575.356475,12.4145,62.0225,4,"bigmed, large, med, tiny",4
C29H52O8S,"['bigmed', 'large', 'med', 'tiny']",560.337175,11.836500000000001,55.4625,4,"bigmed, large, med, tiny",4
C29H52O8,"['bigmed', 'large', 'med', 'tiny']",528.365,13.01225,75.4825,4,"bigmed, large, med, tiny",4
C29H52N4O3,"['bigmed', 'large', 'med', 'tiny']",504.4026,14.519499999999999,76.8275,4,"bigmed, large, med, tiny",4
C29H51O9P,"['large', 'large', 'med', 'tiny']",574.326675,7.205,71.75,4,"large, large, med, tiny",4
C29H50NO13P,"['bigmed', 'large', 'large', 'med']",651.2999,12.66275,72.9525,4,"bigmed, large, large, med",4
C27H44NO7P,"['bigmed', 'large', 'med', 'tiny']",525.284525,4.13225,82.75,4,"bigmed, large, med, tiny",4
C27H41NO5,"['bigmed', 'large', 'med', 'tiny']",459.29805,12.61075,84.91,4,"bigmed, large, med, tiny",4
C27H34F2O7,"['bigmed', 'large', 'med', 'tiny']",508.2274,16.695999999999998,64.19749999999999,4,"bigmed, large, med, tiny",4
C26H54O12P2,"['bigmed', 'large', 'med', 'tiny']",620.30575,17.659,59.802499999999995,4,"bigmed, large, med, tiny",4
C25H38N2O3,"['bigmed', 'large', 'med', 'tiny']",414.288425,7.8942499999999995,63.7575,4,"bigmed, large, med, tiny",4
C25H36O4S,"['bigmed', 'large', 'med', 'tiny']",432.23285,10.8105,66.1975,4,"bigmed, large, med, tiny",4
C25H36O4,"['bigmed', 'large', 'med', 'tiny']",400.263375,14.91775,69.0075,4,"bigmed, large, med, tiny",4
C25H34O6,"['bigmed', 'large', 'med', 'tiny']",430.2369,3.18475,60.582499999999996,4,"bigmed, large, med, tiny",4
C25H34O4,"['bigmed', 'large', 'med', 'tiny']",398.243175,8.38125,74.1775,4,"bigmed, large, med, tiny",4
C25H30O4,"['bigmed', 'large', 'med', 'tiny']",394.21395,13.36525,78.72749999999999,4,"bigmed, large, med, tiny",4
C25H30NO3,"['bigmed', 'large', 'med', 'tiny']",392.22195,8.913499999999999,90.00999999999999,4,"bigmed, large, med, tiny",4
C24H47N2O6P,"['bigmed', 'large', 'med', 'tiny']",490.318725,12.59675,68.155,4,"bigmed, large, med, tiny",4
C24H46O4,"['bigmed', 'large', 'med', 'tiny']",398.342175,15.067,81.6375,4,"bigmed, large, med, tiny",4
C24H45O10P,"['bigmed', 'large', 'med', 'tiny']",524.278775,7.69325,65.65,4,"bigmed, large, med, tiny",4
C24H45NO6,"['bigmed', 'large', 'med', 'tiny']",443.322425,15.76775,62.07,4,"bigmed, large, med, tiny",4
C24H44O9,"['bigmed', 'large', 'med', 'tiny']",476.30125,5.06175,70.185,4,"bigmed, large, med, tiny",4
C24H44O3,"['bigmed', 'large', 'med', 'tiny']",380.328575,10.7075,68.8325,4,"bigmed, large, med, tiny",4
C24H44O2,"['bigmed', 'large', 'med', 'tiny']",364.334175,14.853,62.4275,4,"bigmed, large, med, tiny",4
C24H43N3O3,"['bigmed', 'large', 'med', 'tiny']",421.3329,14.17675,68.4375,4,"bigmed, large, med, tiny",4
C24H42O6S,"['bigmed', 'large', 'med', 'tiny']",458.27212499999996,3.41825,84.445,4,"bigmed, large, med, tiny",4
C24H40O4,"['bigmed', 'large', 'med', 'tiny']",392.290325,15.086500000000001,81.335,4,"bigmed, large, med, tiny",4
C24H40N2O3,"['bigmed', 'large', 'med', 'tiny']",404.30375,15.619,76.255,4,"bigmed, large, med, tiny",4
C24H38O6,"['bigmed', 'large', 'med', 'tiny']",422.26824999999997,4.8085,65.41749999999999,4,"bigmed, large, med, tiny",4
C25H39NO3S,"['bigmed', 'large', 'large', 'tiny']",433.26525,14.98025,58.6575,4,"bigmed, large, large, tiny",4
C25H41N3O,"['bigmed', 'large', 'med', 'tiny']",399.3255,11.81225,55.87,4,"bigmed, large, med, tiny",4
C25H43N8O17P3S,"['bigmed', 'large', 'med', 'tiny']",852.1663,13.49525,63.7075,4,"bigmed, large, med, tiny",4
C26H36O4,"['bigmed', 'large', 'med', 'tiny']",412.259925,15.067,83.09,4,"bigmed, large, med, tiny",4
C26H53NO4S,"['bigmed', 'large', 'med', 'tiny']",475.3696,18.0285,57.925,4,"bigmed, large, med, tiny",4
C26H48O10,"['bigmed', 'large', 'med', 'tiny']",520.3277,2.9505,75.53,4,"bigmed, large, med, tiny",4
C26H48N4O3,"['bigmed', 'large', 'med', 'tiny']",464.3704,11.253,77.4975,4,"bigmed, large, med, tiny",4
C26H46O7S,"['bigmed', 'large', 'med', 'tiny']",502.29852500000004,3.01525,86.3025,4,"bigmed, large, med, tiny",4
C26H45NO9,"['bigmed', 'large', 'med', 'tiny']",515.307275,5.08125,67.8425,4,"bigmed, large, med, tiny",4
C26H42O4,"['bigmed', 'large', 'med', 'tiny']",418.309975,15.307,70.7025,4,"bigmed, large, med, tiny",4
C26H40O6S,"['bigmed', 'large', 'med', 'tiny']",480.25372500000003,2.69725,79.2075,4,"bigmed, large, med, tiny",4
C26H38N2O3,"['bigmed', 'large', 'med', 'tiny']",426.2887,9.765,71.0925,4,"bigmed, large, med, tiny",4
C26H29NO,"['bigmed', 'large', 'med', 'tiny']",371.2244,8.75775,73.045,4,"bigmed, large, med, tiny",4
C25H43NO5,"['bigmed', 'large', 'med', 'tiny']",437.31465,13.7605,74.4325,4,"bigmed, large, med, tiny",4
C25H55N2O5P,"['bigmed', 'large', 'med', 'tiny']",494.3829,14.17025,72.27250000000001,4,"bigmed, large, med, tiny",4
C25H49O6P,"['bigmed', 'large', 'med', 'tiny']",476.3261,15.3595,78.9825,4,"bigmed, large, med, tiny",4
C25H49N2O7P,"['bigmed', 'large', 'med', 'tiny']",520.327725,3.08675,90.185,4,"bigmed, large, med, tiny",4
C25H47NO6,"['bigmed', 'large', 'med', 'tiny']",457.339675,10.311,79.29249999999999,4,"bigmed, large, med, tiny",4
C25H47NO4,"['bigmed', 'large', 'med', 'tiny']",425.35045,11.909,71.8775,4,"bigmed, large, med, tiny",4
C25H46O5,"['large', 'large', 'med', 'tiny']",426.33395,17.57225,61.5325,4,"large, large, med, tiny",4
C25H46O3,"['bigmed', 'large', 'med', 'tiny']",394.34425,13.48225,67.95,4,"bigmed, large, med, tiny",4
C25H46NO7P,"['bigmed', 'large', 'med', 'tiny']",503.3018,2.879,92.8075,4,"bigmed, large, med, tiny",4
C28H46NO12P,"['bigmed', 'large', 'med', 'tiny']",619.271575,12.67625,73.5075,4,"bigmed, large, med, tiny",4
C37H72NO6P,"['bigmed', 'large', 'med', 'tiny']",657.50945,19.44475,65.3575,4,"bigmed, large, med, tiny",4
C34H66O3,"['bigmed', 'large', 'med', 'tiny']",522.498725,15.495,75.015,4,"bigmed, large, med, tiny",4
C59H84O6,"['bigmed', 'large', 'med', 'tiny']",888.628825,19.24975,62.665,4,"bigmed, large, med, tiny",4
C59H115O11P,"['bigmed', 'large', 'med', 'tiny']",1030.8144,16.99025,61.2975,4,"bigmed, large, med, tiny",4
C58H114O13S,"['bigmed', 'large', 'med', 'tiny']",1050.793375,20.360500000000002,65.61500000000001,4,"bigmed, large, med, tiny",4
C58H111O13P,"['bigmed', 'large', 'med', 'tiny']",1046.7777,17.957,69.11,4,"bigmed, large, med, tiny",4
C58H111NO10,"['bigmed', 'large', 'med', 'tiny']",981.821025,15.313,51.6125,4,"bigmed, large, med, tiny",4
C58H109NO12S,"['bigmed', 'large', 'med', 'tiny']",1043.77325,17.97,75.7675,4,"bigmed, large, med, tiny",4
C58H108O15,"['bigmed', 'large', 'med', 'tiny']",1044.77415,17.2035,67.8125,4,"bigmed, large, med, tiny",4
C57H84O11,"['bigmed', 'large', 'med', 'tiny']",944.60025,16.50925,89.07249999999999,4,"bigmed, large, med, tiny",4
C57H103NO10,"['bigmed', 'large', 'med', 'tiny']",961.754625,15.431,54.28,4,"bigmed, large, med, tiny",4
C56H93NO7,"['bigmed', 'large', 'med', 'tiny']",891.6931,16.44475,63.14,4,"bigmed, large, med, tiny",4
C56H86NO9P,"['bigmed', 'large', 'med', 'tiny']",947.6049,14.45675,54.685,4,"bigmed, large, med, tiny",4
C56H113O7P,"['bigmed', 'large', 'large', 'med']",928.8202249999999,20.68325,54.6025,4,"bigmed, large, large, med",4
C56H113NO3,"['bigmed', 'large', 'med', 'tiny']",847.8718,13.43675,58.2025,4,"bigmed, large, med, tiny",4
C56H109O10P,"['bigmed', 'large', 'med', 'tiny']",972.774525,17.94425,53.1,4,"bigmed, large, med, tiny",4
C56H108O10,"['bigmed', 'large', 'med', 'tiny']",940.7907749999999,17.3785,59.275000000000006,4,"bigmed, large, med, tiny",4
C56H107NO19,"['bigmed', 'large', 'med', 'tiny']",1097.7419,18.164749999999998,57.715,4,"bigmed, large, med, tiny",4
C56H107NO18,"['bigmed', 'large', 'med', 'tiny']",1081.7483000000002,17.9635,81.11,4,"bigmed, large, med, tiny",4
C56H104O10,"['bigmed', 'large', 'med', 'tiny']",936.760675,14.6375,55.1625,4,"bigmed, large, med, tiny",4
C55H93NO5,"['bigmed', 'large', 'med', 'tiny']",847.706075,14.754000000000001,61.1825,4,"bigmed, large, med, tiny",4
C55H90O4,"['bigmed', 'large', 'med', 'tiny']",814.68475,14.775,58.025,4,"bigmed, large, med, tiny",4
C59H115O13P,"['bigmed', 'large', 'med', 'tiny']",1062.803325,17.9635,58.56,4,"bigmed, large, med, tiny",4
C59H97N2O6P,"['bigmed', 'large', 'med', 'tiny']",960.7113,17.216250000000002,55.1375,4,"bigmed, large, med, tiny",4
