refmet_name,formula
GT1b 18:1;O2/26:0,C103H181N5O48
GT1b 18:1;O2/26:1,C103H179N5O48
GT2 18:1;O2/16:0,C87H151N5O42
GT2 18:1;O2/18:0,C89H155N5O42
GT2 18:1;O2/20:0,C91H159N5O42
GT2 18:1;O2/22:0,C93H163N5O42
GT2 18:1;O2/24:0,C95H167N5O42
GT2 18:1;O2/24:1,C95H165N5O42
GT2 18:1;O2/26:0,C97H171N5O42
GT2 18:1;O2/26:1,C97H169N5O42
GT3 18:1;O2/16:0,C79H138N4O37
GT3 18:1;O2/18:0,C81H142N4O37
GT3 18:1;O2/20:0,C83H146N4O37
GT3 18:1;O2/22:0,C85H150N4O37
GT3 18:1;O2/24:0,C87H154N4O37
GT3 18:1;O2/24:1,C87H152N4O37
GT3 18:1;O2/26:0,C89H158N4O37
GT3 18:1;O2/26:1,C89H156N4O37
Hex2Cer 14:0;O2/10:0,C36H69NO13
Hex2Cer 14:0;O2/10:0;O,C36H69NO14
Hex2Cer 14:0;O2/11:0,C37H71NO13
Hex2Cer 14:0;O2/11:0;O,C37H71NO14
Hex2Cer 14:0;O2/12:0,C38H73NO13
Hex2Cer 14:0;O2/12:0;O,C38H73NO14
Hex2Cer 14:0;O2/13:0,C39H75NO13
Hex2Cer 14:0;O2/13:0;O,C39H75NO14
Hex2Cer 14:0;O2/14:0,C40H77NO13
Hex2Cer 14:0;O2/14:0;O,C40H77NO14
Hex2Cer 14:0;O2/14:1,C40H75NO13
Hex2Cer 14:0;O2/15:0,C41H79NO13
Hex2Cer 14:0;O2/15:0;O,C41H79NO14
Hex2Cer 14:0;O2/15:1,C41H77NO13
Hex2Cer 14:0;O2/16:0,C42H81NO13
Hex2Cer 14:0;O2/16:0;O,C42H81NO14
Hex2Cer 14:0;O2/16:1,C42H79NO13
Hex2Cer 14:0;O2/17:0,C43H83NO13
Hex2Cer 14:0;O2/17:0;O,C43H83NO14
Hex2Cer 14:0;O2/17:1,C43H81NO13
Hex2Cer 14:0;O2/17:2,C43H79NO13
Hex2Cer 14:0;O2/18:0,C44H85NO13
Hex2Cer 14:0;O2/18:0;O,C44H85NO14
Hex2Cer 14:0;O2/18:1,C44H83NO13
Hex2Cer 14:0;O2/18:1;O,C44H83NO14
Hex2Cer 14:0;O2/18:2,C44H81NO13
Hex2Cer 14:0;O2/18:3,C44H79NO13
Hex2Cer 14:0;O2/18:4,C44H77NO13
Hex2Cer 14:0;O2/19:0,C45H87NO13
Hex2Cer 14:0;O2/19:0;O,C45H87NO14
Hex2Cer 14:0;O2/20:0,C46H89NO13
Hex2Cer 14:0;O2/20:0;O,C46H89NO14
Hex2Cer 14:0;O2/20:1,C46H87NO13
Hex2Cer 14:0;O2/20:1;O,C46H87NO14
Hex2Cer 14:0;O2/20:2,C46H85NO13
Hex2Cer 14:0;O2/20:3,C46H83NO13
Hex2Cer 14:0;O2/20:4,C46H81NO13
Hex2Cer 14:0;O2/20:5,C46H79NO13
Hex2Cer 14:0;O2/21:0,C47H91NO13
Hex2Cer 14:0;O2/21:0;O,C47H91NO14
Hex2Cer 14:0;O2/22:0,C48H93NO13
Hex2Cer 14:0;O2/22:0;O,C48H93NO14
Hex2Cer 14:0;O2/22:1,C48H91NO13
Hex2Cer 14:0;O2/22:1;O,C48H91NO14
Hex2Cer 14:0;O2/22:2,C48H89NO13
Hex2Cer 14:0;O2/22:4,C48H85NO13
Hex2Cer 14:0;O2/22:5,C48H83NO13
Hex2Cer 14:0;O2/22:6,C48H81NO13
Hex2Cer 14:0;O2/23:0,C49H95NO13
Hex2Cer 14:0;O2/23:0;O,C49H95NO14
Hex2Cer 14:0;O2/24:0,C50H97NO13
Hex2Cer 14:0;O2/24:0;O,C50H97NO14
Hex2Cer 14:0;O2/24:1,C50H95NO13
Hex2Cer 14:0;O2/24:1;O,C50H95NO14
Hex2Cer 14:0;O2/24:4,C50H89NO13
Hex2Cer 14:0;O2/25:0,C51H99NO13
Hex2Cer 14:0;O2/25:0;O,C51H99NO14
Hex2Cer 14:0;O2/26:0,C52H101NO13
Hex2Cer 14:0;O2/26:0;O,C52H101NO14
Hex2Cer 14:0;O2/26:1,C52H99NO13
Hex2Cer 14:0;O2/26:2,C52H97NO13
Hex2Cer 14:0;O2/27:0,C53H103NO13
Hex2Cer 14:0;O2/28:0,C54H105NO13
Hex2Cer 14:0;O2/29:0,C55H107NO13
Hex2Cer 14:0;O2/30:0,C56H109NO13
Hex2Cer 14:0;O2/31:0,C57H111NO13
Hex2Cer 14:0;O2/32:0,C58H113NO13
Hex2Cer 14:0;O2/33:0,C59H115NO13
Hex2Cer 14:0;O2/34:0,C60H117NO13
Hex2Cer 14:0;O2/35:0,C61H119NO13
Hex2Cer 14:0;O2/36:0,C62H121NO13
Hex2Cer 14:0;O2/37:0,C63H123NO13
Hex2Cer 14:0;O2/38:0,C64H125NO13
Hex2Cer 14:0;O2/39:0,C65H127NO13
Hex2Cer 14:1;O2/10:0,C36H67NO13
Hex2Cer 14:1;O2/10:0;O,C36H67NO14
Hex2Cer 14:1;O2/11:0,C37H69NO13
Hex2Cer 14:1;O2/11:0;O,C37H69NO14
Hex2Cer 14:1;O2/12:0,C38H71NO13
Hex2Cer 14:1;O2/12:0;O,C38H71NO14
Hex2Cer 14:1;O2/13:0,C39H73NO13
Hex2Cer 14:1;O2/13:0;O,C39H73NO14
Hex2Cer 14:1;O2/14:0;O,C40H75NO14
Hex2Cer 14:1;O2/14:1,C40H73NO13
Hex2Cer 14:1;O2/15:0;O,C41H77NO14
Hex2Cer 14:1;O2/15:1,C41H75NO13
Hex2Cer 14:1;O2/16:0;O,C42H79NO14
Hex2Cer 14:1;O2/16:1,C42H77NO13
Hex2Cer 14:1;O2/17:0;O,C43H81NO14
Hex2Cer 14:1;O2/17:2,C43H77NO13
Hex2Cer 14:1;O2/18:1;O,C44H81NO14
Hex2Cer 14:1;O2/18:4,C44H75NO13
Hex2Cer 14:1;O2/19:0,C45H85NO13
Hex2Cer 14:1;O2/19:0;O,C45H85NO14
Hex2Cer 14:1;O2/20:1;O,C46H85NO14
Hex2Cer 14:1;O2/20:5,C46H77NO13
Hex2Cer 14:1;O2/21:0,C47H89NO13
Hex2Cer 14:1;O2/21:0;O,C47H89NO14
Hex2Cer 14:1;O2/22:1;O,C48H89NO14
Hex2Cer 14:1;O2/22:2,C48H87NO13
Hex2Cer 14:1;O2/22:6,C48H79NO13
Hex2Cer 14:1;O2/23:0,C49H93NO13
Hex2Cer 14:1;O2/23:0;O,C49H93NO14
Hex2Cer 14:1;O2/24:1,C50H93NO13
Hex2Cer 14:1;O2/24:1;O,C50H93NO14
Hex2Cer 14:1;O2/24:4,C50H87NO13
Hex2Cer 14:1;O2/25:0,C51H97NO13
Hex2Cer 14:1;O2/25:0;O,C51H97NO14
Hex2Cer 14:1;O2/26:0;O,C52H99NO14
Hex2Cer 14:1;O2/26:2,C52H95NO13
Hex2Cer 14:1;O2/27:0,C53H101NO13
Hex2Cer 14:1;O2/28:0,C54H103NO13
Hex2Cer 14:1;O2/29:0,C55H105NO13
Hex2Cer 14:1;O2/30:0,C56H107NO13
Hex2Cer 14:1;O2/31:0,C57H109NO13
Hex2Cer 14:1;O2/32:0,C58H111NO13
Hex2Cer 14:1;O2/33:0,C59H113NO13
Hex2Cer 14:1;O2/34:0,C60H115NO13
Hex2Cer 14:1;O2/35:0,C61H117NO13
Hex2Cer 14:1;O2/36:0,C62H119NO13
Hex2Cer 14:1;O2/37:0,C63H121NO13
Hex2Cer 14:1;O2/38:0,C64H123NO13
Hex2Cer 14:1;O2/39:0,C65H125NO13
Hex2Cer 14:2;O2/10:0;O,C36H65NO14
Hex2Cer 14:2;O2/11:0;O,C37H67NO14
Hex2Cer 14:2;O2/12:0;O,C38H69NO14
Hex2Cer 14:2;O2/13:0,C39H71NO13
Hex2Cer 14:2;O2/13:0;O,C39H71NO14
Hex2Cer 14:2;O2/14:0;O,C40H73NO14
Hex2Cer 14:2;O2/14:1,C40H71NO13
Hex2Cer 14:2;O2/15:0;O,C41H75NO14
Hex2Cer 14:2;O2/15:1,C41H73NO13
Hex2Cer 14:2;O2/16:0;O,C42H77NO14
Hex2Cer 14:2;O2/16:1,C42H75NO13
Hex2Cer 14:2;O2/17:0;O,C43H79NO14
Hex2Cer 14:2;O2/17:2,C43H75NO13
Hex2Cer 14:2;O2/18:1;O,C44H79NO14
Hex2Cer 14:2;O2/18:4,C44H73NO13
Hex2Cer 14:2;O2/19:0,C45H83NO13
Hex2Cer 14:2;O2/19:0;O,C45H83NO14
Hex2Cer 14:2;O2/20:1;O,C46H83NO14
Hex2Cer 14:2;O2/20:5,C46H75NO13
Hex2Cer 14:2;O2/21:0,C47H87NO13
Hex2Cer 14:2;O2/21:0;O,C47H87NO14
Hex2Cer 14:2;O2/22:1;O,C48H87NO14
Hex2Cer 14:2;O2/22:6,C48H77NO13
Hex2Cer 14:2;O2/23:0,C49H91NO13
Hex2Cer 14:2;O2/23:0;O,C49H91NO14
Hex2Cer 14:2;O2/24:1,C50H91NO13
Hex2Cer 14:2;O2/24:1;O,C50H91NO14
Hex2Cer 14:2;O2/24:4,C50H85NO13
Hex2Cer 14:2;O2/25:0,C51H95NO13
Hex2Cer 14:2;O2/25:0;O,C51H95NO14
Hex2Cer 14:2;O2/26:0;O,C52H97NO14
Hex2Cer 14:2;O2/26:2,C52H93NO13
Hex2Cer 14:2;O2/27:0,C53H99NO13
Hex2Cer 14:2;O2/28:0,C54H101NO13
Hex2Cer 14:2;O2/29:0,C55H103NO13
Hex2Cer 14:2;O2/30:0,C56H105NO13
Hex2Cer 14:2;O2/31:0,C57H107NO13
Hex2Cer 14:2;O2/32:0,C58H109NO13
Hex2Cer 14:2;O2/33:0,C59H111NO13
Hex2Cer 14:2;O2/34:0,C60H113NO13
Hex2Cer 14:2;O2/35:0,C61H115NO13
Hex2Cer 14:2;O2/36:0,C62H117NO13
Hex2Cer 14:2;O2/37:0,C63H119NO13
Hex2Cer 14:2;O2/38:0,C64H121NO13
Hex2Cer 14:2;O2/39:0,C65H123NO13
Hex2Cer 15:0;O2/18:3,C45H81NO13
Hex2Cer 15:0;O2/18:4,C45H79NO13
Hex2Cer 15:0;O2/20:3,C47H85NO13
Hex2Cer 15:0;O2/20:4,C47H83NO13
Hex2Cer 15:0;O2/20:5,C47H81NO13
Hex2Cer 15:0;O2/22:4,C49H87NO13
Hex2Cer 15:0;O2/22:5,C49H85NO13
Hex2Cer 15:0;O2/22:6,C49H83NO13
Hex2Cer 15:0;O2/24:4,C51H91NO13
Hex2Cer 15:0;O2/26:0;O,C53H103NO14
Hex2Cer 15:0;O2/39:0,C66H129NO13
Hex2Cer 15:0;O3,C27H51NO14
Hex2Cer 15:1;O2/18:4,C45H77NO13
Hex2Cer 15:1;O2/20:5,C47H79NO13
Hex2Cer 15:1;O2/22:2,C49H89NO13
Hex2Cer 15:1;O2/22:6,C49H81NO13
Hex2Cer 15:1;O2/24:4,C51H89NO13
Hex2Cer 15:1;O2/26:0;O,C53H101NO14
Hex2Cer 15:1;O2/26:2,C53H97NO13
Hex2Cer 15:1;O2/39:0,C66H127NO13
Hex2Cer 15:2;O2/18:1;O,C45H81NO14
Hex2Cer 15:2;O2/18:4,C45H75NO13
Hex2Cer 15:2;O2/20:1;O,C47H85NO14
Hex2Cer 15:2;O2/20:5,C47H77NO13
Hex2Cer 15:2;O2/22:1;O,C49H89NO14
Hex2Cer 15:2;O2/22:6,C49H79NO13
Hex2Cer 15:2;O2/24:1,C51H93NO13
Hex2Cer 15:2;O2/24:1;O,C51H93NO14
Hex2Cer 15:2;O2/24:4,C51H87NO13
Hex2Cer 15:2;O2/26:0;O,C53H99NO14
Hex2Cer 15:2;O2/26:2,C53H95NO13
Hex2Cer 15:2;O2/39:0,C66H125NO13
Hex2Cer 16:0;O2/26:0;O,C54H105NO14
Hex2Cer 16:0;O2/39:0,C67H131NO13
Hex2Cer 16:1;O2/22:6,C50H83NO13
Hex2Cer 16:1;O2/24:4,C52H91NO13
Hex2Cer 16:1;O2/26:0;O,C54H103NO14
Hex2Cer 16:1;O2/26:2,C54H99NO13
Hex2Cer 16:1;O2/39:0,C67H129NO13
Hex2Cer 16:2;O2/22:6,C50H81NO13
Hex2Cer 16:2;O2/24:1;O,C52H95NO14
Hex2Cer 16:2;O2/24:4,C52H89NO13
Hex2Cer 16:2;O2/26:0;O,C54H101NO14
Hex2Cer 16:2;O2/26:2,C54H97NO13
Hex2Cer 16:2;O2/39:0,C67H127NO13
Hex2Cer 17:0;O2/26:0;O,C55H107NO14
Hex2Cer 17:0;O2/39:0,C68H133NO13
Hex2Cer 17:1;O2/22:6,C51H85NO13
Hex2Cer 17:1;O2/24:4,C53H93NO13
Hex2Cer 17:1;O2/26:0;O,C55H105NO14
Hex2Cer 17:1;O2/26:2,C55H101NO13
Hex2Cer 17:1;O2/39:0,C68H131NO13
Hex2Cer 17:2;O2/22:6,C51H83NO13
Hex2Cer 17:2;O2/24:1;O,C53H97NO14
Hex2Cer 17:2;O2/24:4,C53H91NO13
Hex2Cer 17:2;O2/26:0;O,C55H103NO14
Hex2Cer 17:2;O2/26:2,C55H99NO13
Hex2Cer 17:2;O2/39:0,C68H129NO13
Hex2Cer 18:0;O2,C30H57NO13
Hex2Cer 18:0;O2/26:0;O,C56H109NO14
Hex2Cer 18:0;O2/39:0,C69H135NO13
Hex2Cer 18:0;O3,C30H57NO14
Hex2Cer 18:1;O2/22:6,C52H87NO13
Hex2Cer 18:1;O2/24:4,C54H95NO13
Hex2Cer 18:1;O2/26:0;O,C56H107NO14
Hex2Cer 18:1;O2/26:2,C56H103NO13
Hex2Cer 18:1;O2/39:0,C69H133NO13
Hex2Cer 18:1;O3,C30H55NO14
Hex2Cer 18:2;O2/22:6,C52H85NO13
Hex2Cer 18:2;O2/24:1;O,C54H99NO14
Hex2Cer 18:2;O2/24:4,C54H93NO13
Hex2Cer 18:2;O2/26:0;O,C56H105NO14
Hex2Cer 18:2;O2/26:2,C56H101NO13
Hex2Cer 18:2;O2/39:0,C69H131NO13
Hex2Cer 19:0;O2,C31H59NO13
Hex2Cer 19:0;O2/26:0;O,C57H111NO14
Hex2Cer 19:0;O2/39:0,C70H137NO13
Hex2Cer 19:1;O2/22:6,C53H89NO13
Hex2Cer 19:1;O2/24:4,C55H97NO13
Hex2Cer 19:1;O2/26:0;O,C57H109NO14
Hex2Cer 19:1;O2/26:2,C57H105NO13
Hex2Cer 19:1;O2/39:0,C70H135NO13
Hex2Cer 19:1;O3,C31H57NO14
Hex2Cer 19:2;O2,C31H55NO13
Hex2Cer 19:2;O2/22:6,C53H87NO13
Hex2Cer 19:2;O2/24:1;O,C55H101NO14
Hex2Cer 19:2;O2/24:4,C55H95NO13
Hex2Cer 19:2;O2/26:0;O,C57H107NO14
Hex2Cer 19:2;O2/26:2,C57H103NO13
Hex2Cer 19:2;O2/39:0,C70H133NO13
Hex2Cer 19:2;O3,C31H55NO14
Hex2Cer 19:3;O2,C31H53NO13
Hex2Cer 20:0;O2/26:0;O,C58H113NO14
Hex2Cer 20:0;O2/39:0,C71H139NO13
Hex2Cer 20:1;O2/22:6,C54H91NO13
Hex2Cer 20:1;O2/24:4,C56H99NO13
Hex2Cer 20:1;O2/26:0;O,C58H111NO14
Hex2Cer 20:1;O2/26:2,C58H107NO13
Hex2Cer 20:1;O2/39:0,C71H137NO13
Hex2Cer 20:2;O2,C32H57NO13
Hex2Cer 20:2;O2/22:6,C54H89NO13
Hex2Cer 20:2;O2/24:1;O,C56H103NO14
Hex2Cer 20:2;O2/24:4,C56H97NO13
Hex2Cer 20:2;O2/26:0;O,C58H109NO14
Hex2Cer 20:2;O2/26:2,C58H105NO13
Hex2Cer 20:2;O2/39:0,C71H135NO13
Hex2Cer 20:3;O2,C32H55NO13
Hex2Cer 21:0;O2/26:0;O,C59H115NO14
Hex2Cer 21:0;O2/39:0,C72H141NO13
Hex2Cer 21:1;O2/22:6,C55H93NO13
Hex2Cer 21:1;O2/24:4,C57H101NO13
Hex2Cer 21:1;O2/26:0;O,C59H113NO14
Hex2Cer 21:1;O2/26:2,C59H109NO13
Hex2Cer 21:1;O2/39:0,C72H139NO13
Hex2Cer 21:2;O2/22:6,C55H91NO13
Hex2Cer 21:2;O2/24:1;O,C57H105NO14
Hex2Cer 21:2;O2/24:4,C57H99NO13
Hex2Cer 21:2;O2/26:0;O,C59H111NO14
Hex2Cer 21:2;O2/26:2,C59H107NO13
Hex2Cer 21:2;O2/39:0,C72H137NO13
Hex2Cer 22:0;O2/26:0;O,C60H117NO14
Hex2Cer 22:0;O2/39:0,C73H143NO13
Hex2Cer 22:1;O2/22:6,C56H95NO13
Hex2Cer 22:1;O2/24:4,C58H103NO13
Hex2Cer 22:1;O2/26:0;O,C60H115NO14
Hex2Cer 22:1;O2/26:2,C60H111NO13
Hex2Cer 22:1;O2/39:0,C73H141NO13
Hex2Cer 22:2;O2/22:6,C56H93NO13
Hex2Cer 22:2;O2/24:1;O,C58H107NO14
Hex2Cer 22:2;O2/24:4,C58H101NO13
Hex2Cer 22:2;O2/26:0;O,C60H113NO14
Hex2Cer 22:2;O2/26:2,C60H109NO13
Hex2Cer 22:2;O2/39:0,C73H139NO13
Hex2Cer 24:0;O4,C36H69NO15
Hex2Cer 24:1;O4,C36H67NO15
Hex2Cer 24:2;O4,C36H65NO15
Hex2Cer 24:3;O2,C36H63NO13
Hex2Cer 24:3;O3,C36H63NO14
Hex2Cer 24:3;O4,C36H63NO15
Hex2Cer 24:4;O2,C36H61NO13
Hex2Cer 24:4;O3,C36H61NO14
Hex2Cer 24:4;O4,C36H61NO15
Hex2Cer 25:3;O2,C37H65NO13
Hex2Cer 25:4;O2,C37H63NO13
Hex2Cer 26:0;O4,C38H73NO15
Hex2Cer 26:1;O4,C38H71NO15
Hex2Cer 26:2;O4,C38H69NO15
Hex2Cer 26:3;O2,C38H67NO13
Hex2Cer 26:3;O3,C38H67NO14
Hex2Cer 26:3;O4,C38H67NO15
Hex2Cer 26:4;O2,C38H65NO13
Hex2Cer 26:4;O3,C38H65NO14
Hex2Cer 26:4;O4,C38H65NO15
Hex2Cer 26:6;O2,C38H61NO13
Hex2Cer 27:6;O2,C39H63NO13
Hex2Cer 28:0;O4,C40H77NO15
Hex2Cer 28:1;O4,C40H75NO15
Hex2Cer 28:2;O4,C40H73NO15
Hex2Cer 28:3;O3,C40H71NO14
Hex2Cer 28:3;O4,C40H71NO15
Hex2Cer 28:4;O2,C40H69NO13
Hex2Cer 28:4;O3,C40H69NO14
Hex2Cer 28:4;O4,C40H69NO15
Hex2Cer 29:0;O4,C41H79NO15
Hex2Cer 30:0;O4,C42H81NO15
Hex2Cer 30:1;O4,C42H79NO15
Hex2Cer 30:2;O4,C42H77NO15
Hex2Cer 30:3;O4,C42H75NO15
Hex2Cer 30:4;O3,C42H73NO14
Hex2Cer 30:4;O4,C42H73NO15
Hex2Cer 30:6;O2,C42H69NO13
Hex2Cer 31:2;O4,C43H79NO15
Hex2Cer 31:3;O3,C43H77NO14
Hex2Cer 31:3;O4,C43H77NO15
Hex2Cer 32:0;O4,C44H85NO15
Hex2Cer 32:1;O4,C44H83NO15
Hex2Cer 32:2;O4,C44H81NO15
Hex2Cer 32:3;O4,C44H79NO15
Hex2Cer 32:4;O3,C44H77NO14
Hex2Cer 33:5;O3,C45H77NO14
Hex2Cer 34:0;O,C46H89NO12
Hex2Cer 34:0;O4,C46H89NO15
Hex2Cer 34:1;O4,C46H87NO15
Hex2Cer 34:2;O4,C46H85NO15
Hex2Cer 34:3;O4,C46H83NO15
Hex2Cer 34:4;O3,C46H81NO14
Hex2Cer 34:4;O4,C46H81NO15
Hex2Cer 34:5;O3,C46H79NO14
Hex2Cer 34:6;O3,C46H77NO14
Hex2Cer 35:0;O,C47H91NO12
Hex2Cer 35:1;O,C47H89NO12
Hex2Cer 35:3;O4,C47H85NO15
Hex2Cer 36:0;O,C48H93NO12
Hex2Cer 36:0;O4,C48H93NO15
Hex2Cer 36:1;O4,C48H91NO15
Hex2Cer 36:2;O,C48H89NO12
Hex2Cer 36:2;O4,C48H89NO15
Hex2Cer 36:3;O4,C48H87NO15
Hex2Cer 36:4;O3,C48H85NO14
Hex2Cer 36:4;O4,C48H85NO15
Hex2Cer 36:5;O3,C48H83NO14
Hex2Cer 37:0;O,C49H95NO12
Hex2Cer 37:1;O,C49H93NO12
Hex2Cer 37:2;O,C49H91NO12
Hex2Cer 37:4;O3,C49H87NO14
Hex2Cer 37:5;O3,C49H85NO14
Hex2Cer 37:9;O2,C49H77NO13
Hex2Cer 38:0;O,C50H97NO12
Hex2Cer 38:2;O,C50H93NO12
Hex2Cer 38:2;O4,C50H93NO15
Hex2Cer 38:3;O4,C50H91NO15
Hex2Cer 38:4;O3,C50H89NO14
Hex2Cer 38:4;O4,C50H89NO15
Hex2Cer 38:5;O3,C50H87NO14
Hex2Cer 38:6;O3,C50H85NO14
Hex2Cer 39:1;O,C51H97NO12
Hex2Cer 39:3;O,C51H93NO12
Hex2Cer 39:4;O,C51H91NO12
Hex2Cer 39:5;O,C51H89NO12
Hex2Cer 39:6;O3,C51H87NO14
Hex2Cer 39:7;O3,C51H85NO14
Hex2Cer 40:0;O,C52H101NO12
Hex2Cer 40:10;O2,C52H81NO13
Hex2Cer 40:2;O,C52H97NO12
Hex2Cer 40:3;O,C52H95NO12
Hex2Cer 40:4;O,C52H93NO12
Hex2Cer 40:5;O,C52H91NO12
Hex2Cer 40:6;O,C52H89NO12
Hex2Cer 40:9;O2,C52H83NO13
Hex2Cer 41:0;O,C53H103NO12
Hex2Cer 41:1;O,C53H101NO12
Hex2Cer 41:3;O,C53H97NO12
Hex2Cer 41:4;O,C53H95NO12
Hex2Cer 41:5;O,C53H93NO12
Hex2Cer 41:6;O3,C53H91NO14
Hex2Cer 41:7;O3,C53H89NO14
Hex2Cer 42:3;O,C54H99NO12
Hex2Cer 42:4;O,C54H97NO12
Hex2Cer 42:5;O,C54H95NO12
Hex2Cer 42:6;O,C54H93NO12
Hex2Cer 42:7;O,C54H91NO12
Hex2Cer 43:10;O2,C55H87NO13
Hex2Cer 43:5;O3,C55H97NO14
Hex2Cer 43:6;O,C55H95NO12
Hex2Cer 43:7;O3,C55H93NO14
Hex2Cer 44:10;O2,C56H89NO13
Hex2Cer 44:6;O3,C56H97NO14
Hex2Cer 44:7;O,C56H95NO12
Hex2Cer 45:6;O,C57H99NO12
Hex2Cer 46:4;O3,C58H105NO14
Hex2Cer 47:12;O2,C59H91NO13
Hex2Cer 47:8;O2,C59H99NO13
Hex2Cer 48:10;O2,C60H97NO13
Hex2Cer 49:0;O3,C61H119NO14
Hex2Cer 49:4;O3,C61H111NO14
Hex2Cer 49:5;O3,C61H109NO14
Hex2Cer 49:8;O2,C61H103NO13
Hex2Cer 50:6;O3,C62H109NO14
Hex2Cer 51:6;O2,C63H111NO13
Hex2Cer 52:8;O2,C64H109NO13
Hex2Cer 53:8;O2,C65H111NO13
Hex2Cer 54:4;O2,C66H121NO13
Hex2Cer 55:5;O3,C67H121NO14
Hex2Cer 55:6;O2,C67H119NO13
Hex2Cer 55:7;O2,C67H117NO13
Hex2Cer 56:4;O2,C68H125NO13
Hex2Cer 56:7;O2,C68H119NO13
Hex2Cer 57:5;O3,C69H125NO14
Hex2Cer 57:6;O2,C69H123NO13
Hex2Cer 57:6;O3,C69H123NO14
Hex2Cer 57:7;O2,C69H121NO13
Hex2Cer 60:6;O2,C72H129NO13
Hex2Cer 63:0;O2,C75H147NO13
Hex2Cer 63:4;O3,C75H139NO14
Hex2Cer 66:12;O2,C78H129NO13
Hex2Cer 68:15;O2,C80H127NO13
Hex2Cer 70:15;O2,C82H131NO13
Hex2Cer 71:2;O2,C83H159NO13
Hex2Cer 72:12;O2,C84H141NO13
Hex2Cer 72:2;O2,C84H161NO13
Hex2Cer 73:10;O2,C85H147NO13
Hex2Cer 74:7;O2,C86H155NO13
Hex2Cer 75:11;O2,C87H149NO13
Hex2Cer 75:2;O2,C87H167NO13
Hex2Cer 76:12;O2,C88H149NO13
Hex2Cer 78:15;O2,C90H147NO13
Hex2Cer 84:0;O2,C96H189NO13
Hex3Cer 10:0;O2,C28H51NO18
Hex3Cer 12:0;O2,C30H55NO18
Hex3Cer 18:1;O2/16:0,C52H97NO18
Hex3Cer 18:1;O2/18:0,C54H101NO18
Hex3Cer 18:1;O2/20:0,C56H105NO18
Hex3Cer 18:1;O2/22:0,C58H109NO18
Hex3Cer 18:1;O2/23:0,C59H111NO18
Hex3Cer 18:1;O2/24:0,C60H113NO18
Hex3Cer 18:1;O2/24:1,C60H111NO18
Hex3Cer 18:1;O2/26:1,C62H115NO18
Hex3Cer 23:0;O2,C41H77NO18
Hex3Cer 24:0;O2,C42H79NO18
Hex3Cer 24:0;O3,C42H79NO19
Hex3Cer 24:0;O4,C42H79NO20
Hex3Cer 24:1;O2,C42H77NO18
Hex3Cer 24:1;O3,C42H77NO19
Hex3Cer 24:1;O4,C42H77NO20
Hex3Cer 24:2;O2,C42H75NO18
Hex3Cer 24:2;O3,C42H75NO19
Hex3Cer 24:2;O4,C42H75NO20
Hex3Cer 24:3;O2,C42H73NO18
Hex3Cer 24:3;O3,C42H73NO19
Hex3Cer 24:3;O4,C42H73NO20
Hex3Cer 24:4;O2,C42H71NO18
Hex3Cer 24:4;O3,C42H71NO19
Hex3Cer 24:4;O4,C42H71NO20
Hex3Cer 24:5;O2,C42H69NO18
Hex3Cer 25:0;O2,C43H81NO18
Hex3Cer 25:1;O2,C43H79NO18
Hex3Cer 25:4;O2,C43H73NO18
Hex3Cer 25:5;O2,C43H71NO18
Hex3Cer 26:0;O2,C44H83NO18
Hex3Cer 26:0;O3,C44H83NO19
Hex3Cer 26:0;O4,C44H83NO20
Hex3Cer 26:1;O2,C44H81NO18
Hex3Cer 26:1;O3,C44H81NO19
Hex3Cer 26:1;O4,C44H81NO20
Hex3Cer 26:2;O2,C44H79NO18
Hex3Cer 26:2;O3,C44H79NO19
Hex3Cer 26:3;O2,C44H77NO18
Hex3Cer 26:3;O3,C44H77NO19
Hex3Cer 26:3;O4,C44H77NO20
Hex3Cer 26:4;O2,C44H75NO18
Hex3Cer 26:4;O3,C44H75NO19
Hex3Cer 26:4;O4,C44H75NO20
Hex3Cer 26:5;O2,C44H73NO18
Hex3Cer 27:1;O2,C45H83NO18
Hex3Cer 27:4;O2,C45H77NO18
Hex3Cer 28:0;O2,C46H87NO18
Hex3Cer 28:1;O2,C46H85NO18
Hex3Cer 28:2;O2,C46H83NO18
Hex3Cer 28:3;O2,C46H81NO18
Hex3Cer 28:4;O2,C46H79NO18
Hex3Cer 29:0;O2,C47H89NO18
Hex3Cer 29:1;O3,C47H87NO19
Hex3Cer 29:4;O2,C47H81NO18
Hex3Cer 30:0;O2,C48H91NO18
Hex3Cer 30:0;O3,C48H91NO19
Hex3Cer 30:1;O2,C48H89NO18
Hex3Cer 30:1;O3,C48H89NO19
Hex3Cer 30:3;O3,C48H85NO19
Hex3Cer 31:6;O2,C49H81NO18
Hex3Cer 31:7;O2,C49H79NO18
Hex3Cer 32:0;O3,C50H95NO19
Hex3Cer 32:1;O2,C50H93NO18
Hex3Cer 32:1;O3,C50H93NO19
Hex3Cer 32:2;O3,C50H91NO19
Hex3Cer 32:3;O2,C50H89NO18
Hex3Cer 32:3;O3,C50H89NO19
Hex3Cer 32:4;O3,C50H87NO19
Hex3Cer 33:1;O2,C51H95NO18
Hex3Cer 33:1;O4,C51H95NO20
Hex3Cer 33:6;O2,C51H85NO18
Hex3Cer 33:7;O2,C51H83NO18
Hex3Cer 34:0;O,C52H99NO17
Hex3Cer 34:0;O2,C52H99NO18
